 TIME             sta1            sta2      
     524.000  0.58796633E-05  0.25495961E-04
     525.000  0.65169968E-05  0.31430952E-04
     526.000  0.66719107E-05  0.29980710E-04
     527.000  0.50692081E-05  0.22298171E-04
     528.000  0.20375962E-05  0.11720680E-04
     529.000 -0.11164315E-05  0.18573257E-05
     530.000 -0.37436040E-05 -0.50080876E-05
     531.000 -0.59142004E-05 -0.83912929E-05
     532.000 -0.73775949E-05 -0.90352517E-05
     533.000 -0.76180268E-05 -0.78952207E-05
     534.000 -0.67641774E-05 -0.55099831E-05
     535.000 -0.54783343E-05 -0.22393829E-05
     536.000 -0.40368779E-05  0.11240116E-05
     537.000 -0.23342989E-05  0.33750781E-05
     538.000 -0.66626019E-06  0.37298941E-05
     539.000  0.34351021E-06  0.25044875E-05
     540.000  0.62110069E-06  0.80794860E-06
     541.000  0.74886480E-06 -0.39589098E-06
     542.000  0.11493581E-05 -0.90516837E-06
     543.000  0.17310084E-05 -0.11516198E-05
     544.000  0.23189517E-05 -0.16168401E-05
     545.000  0.28433380E-05 -0.23029763E-05
     546.000  0.30553501E-05 -0.26719243E-05
     547.000  0.25880801E-05 -0.21501209E-05
     548.000  0.14105417E-05 -0.73272359E-06
     549.000 -0.14735158E-06  0.10065528E-05
     550.000 -0.18252219E-05  0.25414054E-05
     551.000 -0.35187724E-05  0.38799108E-05
     552.000 -0.49651589E-05  0.53347883E-05
     553.000 -0.57477988E-05  0.69589423E-05
     554.000 -0.56847505E-05  0.83743933E-05
     555.000 -0.49513212E-05  0.90904780E-05
     556.000 -0.38314976E-05  0.88524322E-05
     557.000 -0.25908615E-05  0.77426352E-05
     558.000 -0.15267605E-05  0.61096065E-05
     559.000 -0.85339390E-06  0.44006489E-05
     560.000 -0.52906793E-06  0.29298725E-05
     561.000 -0.37810451E-06  0.17634139E-05
     562.000 -0.33218834E-06  0.86882242E-06
     563.000 -0.40748897E-06  0.32362436E-06
     564.000 -0.55749280E-06  0.26715641E-06
     565.000 -0.70433698E-06  0.67646601E-06
     566.000 -0.79303391E-06  0.13392264E-05
     567.000 -0.69028095E-06  0.20885549E-05
     568.000 -0.20201497E-06  0.29426421E-05
     569.000  0.66580898E-06  0.39309446E-05
     570.000  0.16249942E-05  0.48571897E-05
     571.000  0.23775680E-05  0.53291801E-05
     572.000  0.27702687E-05  0.50135657E-05
     573.000  0.26275316E-05  0.38385464E-05
     574.000  0.17358729E-05  0.20271212E-05
     575.000  0.12555453E-06  0.38121674E-07
     576.000 -0.18895506E-05 -0.15439062E-05
     577.000 -0.40159231E-05 -0.21845910E-05
     578.000 -0.60075707E-05 -0.15555730E-05
     579.000 -0.73767744E-05  0.44521807E-06
     580.000 -0.75576994E-05  0.37273860E-05
     581.000 -0.65310201E-05  0.79128277E-05
     582.000 -0.48903369E-05  0.12193849E-04
     583.000 -0.31685912E-05  0.15480108E-04
