 TIME             sta1            sta2      
     402.000  0.36274040E-05 -0.18174238E-05
     403.000  0.36243996E-05 -0.20361832E-05
     404.000  0.36280161E-05 -0.21955946E-05
     405.000  0.36259869E-05 -0.19299252E-05
     406.000  0.36172336E-05 -0.10608293E-05
     407.000  0.36150282E-05  0.38571967E-06
     408.000  0.36212348E-05  0.23224410E-05
     409.000  0.36227776E-05  0.44634359E-05
     410.000  0.36180382E-05  0.61444304E-05
     411.000  0.36205012E-05  0.66263304E-05
     412.000  0.36314748E-05  0.56397135E-05
     413.000  0.36362082E-05  0.34640388E-05
     414.000  0.36321135E-05  0.54685408E-06
     415.000  0.36331223E-05 -0.26959148E-05
     416.000  0.36409252E-05 -0.57597804E-05
     417.000  0.36406599E-05 -0.80930569E-05
     418.000  0.36306594E-05 -0.94037753E-05
     419.000  0.36268885E-05 -0.97698063E-05
     420.000  0.36320792E-05 -0.94158238E-05
     421.000  0.36308761E-05 -0.85702904E-05
     422.000  0.36214476E-05 -0.75529958E-05
     423.000  0.36203295E-05 -0.67381674E-05
     424.000  0.36297116E-05 -0.62849429E-05
     425.000  0.36324906E-05 -0.60317881E-05
     426.000  0.36261463E-05 -0.57371535E-05
     427.000  0.36278275E-05 -0.53137550E-05
     428.000  0.36393140E-05 -0.47947497E-05
     429.000  0.36419351E-05 -0.42215451E-05
     430.000  0.36330629E-05 -0.36316501E-05
     431.000  0.36314359E-05 -0.30400439E-05
     432.000  0.36393785E-05 -0.23844851E-05
     433.000  0.36374724E-05 -0.15959902E-05
     434.000  0.36238849E-05 -0.75471618E-06
     435.000  0.36197221E-05 -0.79822886E-07
     436.000  0.36278836E-05  0.23672154E-06
     437.000  0.36273675E-05  0.90882153E-07
     438.000  0.36159658E-05 -0.58111238E-06
     439.000  0.36159572E-05 -0.17375482E-05
     440.000  0.36295010E-05 -0.31334374E-05
     441.000  0.36328529E-05 -0.44611751E-05
     442.000  0.36230864E-05 -0.55820518E-05
     443.000  0.36241860E-05 -0.64486303E-05
     444.000  0.36383589E-05 -0.68259769E-05
     445.000  0.36399038E-05 -0.63165745E-05
     446.000  0.36262120E-05 -0.47243417E-05
     447.000  0.36240516E-05 -0.22920025E-05
     448.000  0.36361569E-05  0.35430088E-06
     449.000  0.36348256E-05  0.23427442E-05
     450.000  0.36178750E-05  0.28107420E-05
     451.000  0.36150259E-05  0.14097256E-05
     452.000  0.36290428E-05 -0.13172259E-05
     453.000  0.36292540E-05 -0.40795559E-05
     454.000  0.36134299E-05 -0.50956742E-05
     455.000  0.36142069E-05 -0.20817373E-05
     456.000  0.36337900E-05  0.71686961E-05
     457.000  0.36374722E-05  0.22839850E-04
     458.000  0.36225082E-05  0.41352008E-04
     459.000  0.36245150E-05  0.56407737E-04
     460.000  0.36447483E-05  0.62507791E-04
     461.000  0.36441474E-05  0.57504166E-04
     462.000  0.36208198E-05  0.42188230E-04
     463.000  0.36160519E-05  0.18737146E-04
     464.000  0.36320630E-05 -0.96831923E-05
     465.000  0.36262259E-05 -0.38687479E-04
     466.000  0.35984584E-05 -0.63344845E-04
     467.000  0.35961549E-05 -0.79421081E-04
     468.000  0.36203194E-05 -0.84176482E-04
     469.000  0.36209830E-05 -0.77148887E-04
     470.000  0.35978806E-05 -0.61202893E-04
     471.000  0.36042988E-05 -0.42064615E-04
     472.000  0.36386571E-05 -0.25185754E-04
     473.000  0.36418599E-05 -0.12602129E-04
     474.000  0.36150845E-05 -0.33449287E-05
     475.000  0.36214616E-05  0.35054921E-05
     476.000  0.36577835E-05  0.73806174E-05
     477.000  0.36542640E-05  0.77708698E-05
     478.000  0.36153951E-05  0.57868750E-05
     479.000  0.36186182E-05  0.35149818E-05
     480.000  0.36584956E-05  0.25737802E-05
     481.000  0.36497177E-05  0.36705188E-05
     482.000  0.36008164E-05  0.66400002E-05
     483.000  0.36088351E-05  0.10224531E-04
     484.000  0.36629012E-05  0.12480936E-04
     485.000  0.36518418E-05  0.12197161E-04
     486.000  0.35900211E-05  0.96819950E-05
     487.000  0.36079982E-05  0.58678983E-05
     488.000  0.36867098E-05  0.12412578E-05
     489.000  0.36659442E-05 -0.38616530E-05
     490.000  0.35684744E-05 -0.85920867E-05
     491.000  0.36023996E-05 -0.12037908E-04
     492.000  0.37430072E-05 -0.13998951E-04
     493.000  0.36796758E-05 -0.14679481E-04
     494.000  0.34216740E-05 -0.14033218E-04
     495.000  0.37388608E-05 -0.12221055E-04
     496.000  0.58440656E-05 -0.10425079E-04
     497.000  0.10793285E-04 -0.10211107E-04
     498.000  0.19013408E-04 -0.11883892E-04
     499.000  0.29660411E-04 -0.14008864E-04
     500.000  0.40088606E-04 -0.14577849E-04
     501.000  0.46629734E-04 -0.12193891E-04
     502.000  0.46660851E-04 -0.63979938E-05
     503.000  0.39862923E-04  0.21592347E-05
     504.000  0.27367110E-04  0.11512734E-04
     505.000  0.10458687E-04  0.19018365E-04
     506.000 -0.91526206E-05  0.22761019E-04
     507.000 -0.28456400E-04  0.22293983E-04
     508.000 -0.43826586E-04  0.18137161E-04
     509.000 -0.52806270E-04  0.11188576E-04
     510.000 -0.54724900E-04  0.28347554E-05
     511.000 -0.49972198E-04 -0.50705394E-05
     512.000 -0.39770114E-04 -0.11080453E-04
     513.000 -0.26618570E-04 -0.15041787E-04
     514.000 -0.13662769E-04 -0.17929194E-04
     515.000 -0.29822882E-05 -0.20946765E-04
     516.000  0.49123512E-05 -0.24839681E-04
     517.000  0.98014551E-05 -0.29572739E-04
     518.000  0.11071252E-04 -0.34103091E-04
     519.000  0.88481198E-05 -0.36502726E-04
     520.000  0.48362344E-05 -0.34777595E-04
     521.000  0.11442471E-05 -0.27950096E-04
     522.000 -0.11829246E-05 -0.16633072E-04
     523.000 -0.18419260E-05 -0.29188292E-05
     524.000 -0.29380576E-06  0.10164524E-04
     525.000  0.37513568E-05  0.19571134E-04
     526.000  0.91608718E-05  0.23402361E-04
     527.000  0.13769838E-04  0.21648823E-04
     528.000  0.16086952E-04  0.15885088E-04
     529.000  0.16042852E-04  0.82279531E-05
     530.000  0.14234557E-04  0.48182283E-06
     531.000  0.11259182E-04 -0.60823184E-05
     532.000  0.78384500E-05 -0.10612495E-04
     533.000  0.47737468E-05 -0.12616107E-04
     534.000  0.24163358E-05 -0.12034092E-04
     535.000  0.61233127E-06 -0.93693785E-05
     536.000 -0.67304420E-06 -0.57205482E-05
     537.000 -0.11384723E-05 -0.24867103E-05
     538.000 -0.71235296E-06 -0.72230137E-06
     539.000  0.13351421E-06 -0.60288829E-06
     540.000  0.89232405E-06 -0.15291270E-05
     541.000  0.15109895E-05 -0.27710460E-05
     542.000  0.21706671E-05 -0.39964927E-05
     543.000  0.29040857E-05 -0.52567580E-05
     544.000  0.36573891E-05 -0.66466232E-05
     545.000  0.44516794E-05 -0.80824141E-05
     546.000  0.52178859E-05 -0.93402299E-05
     547.000  0.56457662E-05 -0.10204391E-04
     548.000  0.54201616E-05 -0.10572913E-04
     549.000  0.45044128E-05 -0.10464992E-04
     550.000  0.30630450E-05 -0.99318260E-05
     551.000  0.12588724E-05 -0.89502051E-05
     552.000 -0.71033536E-06 -0.74368272E-05
     553.000 -0.24956767E-05 -0.54058645E-05
     554.000 -0.37090862E-05 -0.30904080E-05
     555.000 -0.41453334E-05 -0.86273512E-06
     556.000 -0.38298995E-05  0.95752246E-06
     557.000 -0.29219213E-05  0.21901944E-05
     558.000 -0.16617284E-05  0.27485060E-05
     559.000 -0.35466232E-06  0.26239494E-05
     560.000  0.72026678E-06  0.19523421E-05
     561.000  0.14329456E-05  0.10147329E-05
     562.000  0.18174070E-05  0.10726300E-06
     563.000  0.19605937E-05 -0.57407026E-06
     564.000  0.18971639E-05 -0.92869319E-06
     565.000  0.16485886E-05 -0.92626081E-06
     566.000  0.13757907E-05 -0.63853979E-06
     567.000  0.14275330E-05 -0.22426510E-06
     568.000  0.21489730E-05  0.17745421E-06
     569.000  0.36388064E-05  0.47635206E-06
     570.000  0.57135766E-05  0.51540339E-06
     571.000  0.79972420E-05  0.53001031E-07
     572.000  0.99179955E-05 -0.10041231E-05
     573.000  0.10754185E-04 -0.24072201E-05
     574.000  0.99830457E-05 -0.37303590E-05
     575.000  0.76489428E-05 -0.46980575E-05
     576.000  0.42397486E-05 -0.52558205E-05
     577.000  0.26007336E-06 -0.53895640E-05
     578.000 -0.38361840E-05 -0.50267535E-05
     579.000 -0.73969610E-05 -0.40885918E-05
