 TIME             sta1            sta2      
     470.000 -0.20644556E-19  0.26005432E-18
     471.000 -0.20674830E-19  0.17788610E-18
     472.000 -0.20845316E-19  0.10546711E-18
     473.000 -0.20871049E-19  0.51530696E-19
     474.000 -0.20748097E-19  0.11878377E-19
     475.000 -0.20777147E-19 -0.17473941E-19
     476.000 -0.20952023E-19 -0.34069331E-19
     477.000 -0.20942413E-19 -0.35704087E-19
     478.000 -0.20759752E-19 -0.27178566E-19
     479.000 -0.20767744E-19 -0.17463311E-19
     480.000 -0.20951742E-19 -0.13447269E-19
     481.000 -0.20915295E-19 -0.18113420E-19
     482.000 -0.20687607E-19 -0.30782305E-19
     483.000 -0.20716657E-19 -0.46101918E-19
     484.000 -0.20963773E-19 -0.55719981E-19
     485.000 -0.20920486E-19 -0.54421645E-19
     486.000 -0.20640510E-19 -0.43579343E-19
     487.000 -0.20715356E-19 -0.27231320E-19
     488.000 -0.21070643E-19 -0.74258376E-20
     489.000 -0.20987120E-19  0.14433115E-19
     490.000 -0.20554698E-19  0.34672715E-19
     491.000 -0.20697338E-19  0.49353460E-19
     492.000 -0.21315928E-19  0.57665235E-19
     493.000 -0.21046771E-19  0.60528402E-19
     494.000 -0.19922924E-19  0.57710249E-19
     495.000 -0.21273531E-19  0.49865740E-19
     496.000 -0.30292610E-19  0.42099915E-19
     497.000 -0.51455730E-19  0.41153300E-19
     498.000 -0.86569054E-19  0.48281547E-19
     499.000 -0.13204000E-18  0.57298638E-19
     500.000 -0.17654222E-18  0.59653549E-19
     501.000 -0.20434546E-18  0.49415379E-19
     502.000 -0.20424137E-18  0.24585600E-19
     503.000 -0.17493620E-18 -0.12082754E-19
     504.000 -0.12131157E-18 -0.52127635E-19
     505.000 -0.48857966E-19 -0.84190527E-19
     506.000  0.35093583E-19 -0.10012922E-18
     507.000  0.11761052E-18 -0.98087633E-19
     508.000  0.18317335E-18 -0.80257448E-19
     509.000  0.22132961E-18 -0.50450283E-19
     510.000  0.22925082E-18 -0.14656493E-19
     511.000  0.20860228E-18  0.19142759E-19
     512.000  0.16464108E-18  0.44806587E-19
     513.000  0.10813304E-18  0.61730614E-19
     514.000  0.52557451E-19  0.74043208E-19
     515.000  0.67680021E-20  0.86855988E-19
     516.000 -0.27072666E-19  0.10340845E-18
     517.000 -0.47998546E-19  0.12359318E-18
     518.000 -0.53391037E-19  0.14289400E-18
     519.000 -0.43851289E-19  0.15301628E-18
     520.000 -0.26696837E-19  0.14548768E-18
     521.000 -0.10915230E-19  0.11618492E-18
     522.000 -0.96425264E-21  0.67692007E-19
     523.000  0.18251260E-20  0.89276797E-20
     524.000 -0.48522237E-20 -0.47089364E-19
     525.000 -0.22182399E-19 -0.87280812E-19
     526.000 -0.45297126E-19 -0.10359097E-18
     527.000 -0.64970249E-19 -0.96047161E-19
     528.000 -0.74836502E-19 -0.71348541E-19
     529.000 -0.74571005E-19 -0.38516201E-19
     530.000 -0.66734083E-19 -0.53338418E-20
     531.000 -0.53934776E-19  0.22711933E-19
     532.000 -0.39276865E-19  0.42040195E-19
     533.000 -0.26147718E-19  0.50600836E-19
     534.000 -0.16038468E-19  0.48088889E-19
     535.000 -0.83293057E-20  0.36613275E-19
     536.000 -0.28754791E-20  0.20942407E-19
     537.000 -0.91744172E-21  0.71167677E-20
     538.000 -0.27473010E-20 -0.41735757E-21
     539.000 -0.63861516E-20 -0.96732411E-21
     540.000 -0.96729235E-20  0.29598555E-20
     541.000 -0.12337786E-19  0.82899850E-20
     542.000 -0.15150129E-19  0.13536456E-19
     543.000 -0.18296262E-19  0.18866940E-19
     544.000 -0.21553151E-19  0.24754898E-19
     545.000 -0.24963514E-19  0.30896651E-19
     546.000 -0.28221783E-19  0.36266338E-19
     547.000 -0.30045621E-19  0.39887321E-19
